Name,URL,Website,LinkedIn,Email,Phone,City/Region,BC Region,Category,AI Focus Areas,Year Founded,Size,Short Blurb,Key People,Latitude,Longitude,Logo,PercentComplete
"Spare","https://www.notion.so/Spare-23dc6f799a3381ee8b58d03c352fda1d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Orca Water","https://www.notion.so/Orca-Water-23dc6f799a33815d9b3ed97573a14b75",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"CereCura Nanotherapeutics","https://www.notion.so/CereCura-Nanotherapeutics-23dc6f799a338166a83bcd73a0ce2ec1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Rockburst Technologies","https://www.notion.so/Rockburst-Technologies-23dc6f799a3381268541d58095fcc84a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Mangrove Lithium","https://www.notion.so/Mangrove-Lithium-23dc6f799a3381ad8e2bff525b18aef4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Quantum Algorithms Institute","https://www.notion.so/Quantum-Algorithms-Institute-23dc6f799a3381dda3a2ddcdada377b4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Iris Automation","https://www.notion.so/Iris-Automation-23dc6f799a338170be61e6d815033f01",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Wizard Labs","https://www.notion.so/Wizard-Labs-23dc6f799a3381949345db96aab72b1d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"deltAlyz Corp","https://www.notion.so/deltAlyz-Corp-23dc6f799a3381378cb4e08a336edbef",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"MistyWest","https://www.notion.so/MistyWest-23dc6f799a33811385c5c4593c2b3ad5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"INTERSOG","https://www.notion.so/INTERSOG-23dc6f799a33817289b6ddc4875d7755",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Proto","https://www.notion.so/Proto-23dc6f799a3381bf85f3c4734b035202",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Youneeq","https://www.notion.so/Youneeq-23dc6f799a3381898263effee91956db",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Certn","https://www.notion.so/Certn-23dc6f799a3381d59356fed9bc525c1c",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Variational AI","https://www.notion.so/Variational-AI-23dc6f799a3381e0ba8ac5a48fc5b79b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Charli AI","https://www.notion.so/Charli-AI-23dc6f799a33816ca13bcea35e8b96fe",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Novarc Technologies","https://www.notion.so/Novarc-Technologies-236c6f799a3381079520c1fa2a38a6a8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Finger Food Advanced Technology Group","https://www.notion.so/Finger-Food-Advanced-Technology-Group-227c6f799a3381d79d31cc2fd8910412",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Microsoft Research Asia Vancouver","https://www.notion.so/Microsoft-Research-Asia-Vancouver-227c6f799a3381398c6bd68951892879",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Absolute Software Vancouver","https://www.notion.so/Absolute-Software-Vancouver-1f8c6f799a338105a6a6e70376f2fb61",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Two Hat Security","https://www.notion.so/Two-Hat-Security-1f1c6f799a33818498d7f4f1e583c8e3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"MetaOptima (DermEngine)","https://www.notion.so/MetaOptima-DermEngine-23dc6f799a33810b8702cb15089b5edc",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100
"Sanctuary AI","https://www.notion.so/Sanctuary-AI-23dc6f799a3381c19745c23026f9b5f0",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100
"D-Wave Systems","https://www.notion.so/D-Wave-Systems-1f8c6f799a3381cb926dec8330e0ff04",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100
"Hootsuite","https://www.notion.so/Hootsuite-1f7c6f799a338162ad8edbc2864b7f80",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100
"Klue","https://www.notion.so/Klue-1f1c6f799a33819098dbd86a03011dc6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100
